x1,x2,y1,y2
0.0172965,0.0165016,0.00209177,0.00237648
0.0165016,0.0158141,0.00237648,0.00257384
0.0158141,0.0152531,0.00257384,0.00267978
0.0152531,0.0148083,0.00267978,0.00271059
0.0148083,0.0144342,0.00271059,0.00269955
0.0215048,0.0206862,-0.00145355,-0.00216605
0.0206862,0.0199546,-0.00216605,-0.00280558
0.0199546,0.0193459,-0.00280558,-0.00334251
0.0193459,0.0188243,-0.00334251,-0.00380733
-0.0215429,-0.0210383,-0.00820312,-0.00799511
-0.0210383,-0.0206141,-0.00799511,-0.00772722
-0.0206141,-0.0203272,-0.00772722,-0.00735715
-0.0203272,-0.0201962,-0.00735715,-0.00687128
-0.0201962,-0.0202026,-0.00687128,-0.00628431
-0.0202026,-0.020306,-0.00628431,-0.00562875
-0.020306,-0.0204641,-0.00562875,-0.00494196
-0.0204641,-0.0206453,-0.00494196,-0.00425706
-0.0206453,-0.0208291,-0.00425706,-0.00359671
-0.0208291,-0.0210012,-0.00359671,-0.00296725
-0.0210012,-0.0211514,-0.00296725,-0.00235715
-0.0211514,-0.0212773,-0.00235715,-0.00174626
-0.0212773,-0.0213852,-0.00174626,-0.0011222
-0.0213852,-0.021485,-0.0011222,-0.000489225
-0.021485,-0.0215838,-0.000489225,0.000140145
-0.0215838,-0.0216836,0.000140145,0.000761471
-0.018427,-0.0194448,0.0327578,0.030706
-0.0194448,-0.0205019,0.030706,0.0285798
-0.0205019,-0.021559,0.0285798,0.0264037
-0.021559,-0.0224891,0.0264037,0.0243213
-0.0224891,-0.023141,0.0243213,0.022519
-0.023141,-0.0234214,0.022519,0.0211086
-0.0234214,-0.0233407,0.0211086,0.0200612
-0.0233407,-0.0230056,0.0200612,0.0192367
-0.0230056,-0.0225725,0.0192367,0.018478
-0.0225725,-0.0221837,0.018478,0.0176908
-0.0221837,-0.0219194,0.0176908,0.0168599
-0.0219194,-0.0217839,0.0168599,0.0160101
-0.0217839,-0.0217256,0.0160101,0.0151604
0.0124164,0.0129741,0.00476765,0.00420022
0.0129741,0.013501,0.00420022,0.00366206
0.013501,0.0139835,0.00366206,0.00316581
0.0139835,0.0144342,0.00316581,0.00269955
0.0393598,0.0386513,-0.00169152,-0.00261503
0.0386513,0.0378887,-0.00261503,-0.00361247
0.0378887,0.0370566,-0.00361247,-0.00470406
0.0370566,0.0362017,-0.00470406,-0.00585065
0.0362017,0.0354226,-0.00585065,-0.00699476
0.0354226,0.0348225,-0.00699476,-0.00810232
0.0348225,0.0344533,-0.00810232,-0.00916591
0.0344533,0.0342935,-0.00916591,-0.0101761
0.0342935,0.0342722,-0.0101761,-0.0111001
0.0342722,0.0343144,-0.0111001,-0.0118965
0.0343144,0.0343728,-0.0118965,-0.0125545
0.0343728,0.0344305,-0.0125545,-0.0131205
-0.0251193,-0.0246832,-0.0290761,-0.0290159
-0.0246832,-0.024266,-0.0290159,-0.028847
-0.024266,-0.0238844,-0.028847,-0.0284886
-0.0238844,-0.0235513,-0.0284886,-0.0279156
-0.0235513,-0.0232737,-0.0279156,-0.0271711
-0.0232737,-0.0230497,-0.0271711,-0.0263412
-0.0230497,-0.0228679,-0.0263412,-0.0255026
-0.0228679,-0.0227091,-0.0255026,-0.0246823
-0.0229799,-0.0234723,-0.00174333,-0.00187904
-0.0234723,-0.0238853,-0.00187904,-0.00195558
-0.0238853,-0.0241355,-0.00195558,-0.00192461
-0.0241355,-0.0241567,-0.00192461,-0.00176008
-0.0241567,-0.0239345,-0.00176008,-0.00146539
-0.0239345,-0.0235231,-0.00146539,-0.0010703
-0.0235231,-0.0230216,-0.0010703,-0.000618046
-0.0230216,-0.0225249,-0.000618046,-0.000149109
-0.0225249,-0.0220816,-0.000149109,0.00031191
-0.0220816,-0.0216836,0.00031191,0.000761471
-0.0220017,-0.0218985,-0.0143742,-0.0150471
-0.0218985,-0.0218109,-0.0150471,-0.0158078
-0.0218109,-0.0217399,-0.0158078,-0.0167049
-0.0217399,-0.0216741,-0.0167049,-0.0177333
-0.0216741,-0.0216094,-0.0177333,-0.0188494
-0.0216094,-0.0215683,-0.0188494,-0.0199973
-0.0215683,-0.021595,-0.0199973,-0.0211239
-0.021595,-0.0217292,-0.0211239,-0.0221796
-0.0217292,-0.0219796,-0.0221796,-0.0231233
-0.0219796,-0.0223208,-0.0231233,-0.0239441
-0.0223208,-0.0227091,-0.0239441,-0.0246823
-0.0357389,-0.0365924,-0.0125083,-0.0114129
-0.0365924,-0.0373264,-0.0114129,-0.010191
-0.0373264,-0.037851,-0.010191,-0.00878027
-0.037851,-0.0381155,-0.00878027,-0.00720197
-0.0381155,-0.0381064,-0.00720197,-0.00553194
-0.0381064,-0.0378477,-0.00553194,-0.00385819
-0.0378477,-0.0373975,-0.00385819,-0.00225572
-0.0373975,-0.0368181,-0.00225572,-0.000782908
-0.0368181,-0.0361348,-0.000782908,0.000512301
-0.0361348,-0.035325,0.000512301,0.00158631
-0.035325,-0.0343574,0.00158631,0.00239824
-0.0343574,-0.0332442,0.00239824,0.00291529
-0.0332442,-0.0320534,0.00291529,0.00312256
-0.0320534,-0.0308716,0.00312256,0.00303021
-0.0308716,-0.0297557,0.00303021,0.00267405
-0.0297557,-0.0287161,0.00267405,0.00211153
-0.0287161,-0.0277334,0.00211153,0.00141598
-0.0277334,-0.0267863,0.00141598,0.000667593
-0.0267863,-0.0258649,0.000667593,-6.0347e-05
-0.0258649,-0.0249721,-6.0347e-05,-0.000714941
-0.0249721,-0.0241218,-0.000714941,-0.00126779
-0.0241218,-0.0233395,-0.00126779,-0.00170563
-0.0233395,-0.0226617,-0.00170563,-0.00201473
-0.0226617,-0.0221256,-0.00201473,-0.00217271
-0.0221256,-0.0217524,-0.00217271,-0.0021547
-0.0217524,-0.0215365,-0.0021547,-0.00194879
-0.0215365,-0.0214485,-0.00194879,-0.00156907
-0.0214485,-0.0214498,-0.00156907,-0.00105718
-0.0214498,-0.0215052,-0.00105718,-0.000469538
-0.0215052,-0.0215888,-0.000469538,0.000144809
-0.0215888,-0.0216836,0.000144809,0.000761471
-0.0273735,-0.0261404,-0.0211385,-0.0221912
-0.0261404,-0.0249456,-0.0221912,-0.0231468
-0.0249456,-0.0238069,-0.0231468,-0.0239639
-0.0238069,-0.0227091,-0.0239639,-0.0246823
-0.0384396,-0.0375037,-0.0176616,-0.017891
-0.0375037,-0.0365325,-0.017891,-0.018181
-0.0365325,-0.035516,-0.018181,-0.0185754
-0.035516,-0.0344687,-0.0185754,-0.0190818
-0.0344687,-0.0334098,-0.0190818,-0.0196612
-0.0278124,-0.0275968,-0.0318245,-0.0303199
-0.0275968,-0.0275396,-0.0303199,-0.0289317
-0.0275396,-0.0276811,-0.0289317,-0.0277175
-0.0276811,-0.0279171,-0.0277175,-0.0266532
-0.0279171,-0.0280752,-0.0266532,-0.0256625
-0.0280752,-0.0280205,-0.0256625,-0.0246804
-0.0280205,-0.0277054,-0.0246804,-0.0237051
-0.0277054,-0.0271435,-0.0237051,-0.0228028
-0.0271435,-0.026363,-0.0228028,-0.0220657
-0.026363,-0.0253905,-0.0220657,-0.0215578
-0.0253905,-0.0242636,-0.0215578,-0.021284
-0.0242636,-0.0230351,-0.021284,-0.0211926
-0.0230351,-0.0217599,-0.0211926,-0.0211985
-0.0189848,-0.0193314,-0.0368316,-0.0363295
-0.0193314,-0.0197175,-0.0363295,-0.0357942
-0.0197175,-0.0201618,-0.0357942,-0.0351956
-0.0201618,-0.0206564,-0.0351956,-0.0345098
-0.0206564,-0.0211775,-0.0345098,-0.033728
-0.0211775,-0.0216993,-0.033728,-0.0328668
-0.0216993,-0.0221965,-0.0328668,-0.0319658
-0.0221965,-0.0226338,-0.0319658,-0.031063
-0.0226338,-0.0229652,-0.031063,-0.0301678
-0.0229652,-0.0231535,-0.0301678,-0.0292592
-0.0231535,-0.0231957,-0.0292592,-0.0283177
-0.0231957,-0.0231272,-0.0283177,-0.0273557
-0.0231272,-0.0229999,-0.0273557,-0.026414
-0.0229999,-0.0228548,-0.026414,-0.0255255
-0.0228548,-0.0227091,-0.0255255,-0.0246823
-0.0277861,-0.0278939,-0.00740261,-0.00910022
-0.0278939,-0.0278718,-0.00910022,-0.01075
-0.0278718,-0.02767,-0.01075,-0.0123176
-0.02767,-0.0273369,-0.0123176,-0.0137867
-0.0273369,-0.0269614,-0.0137867,-0.0151542
-0.0269614,-0.0265907,-0.0151542,-0.0164218
-0.0265907,-0.0261891,-0.0164218,-0.0175852
-0.0261891,-0.0256668,-0.0175852,-0.0186249
-0.0256668,-0.024948,-0.0186249,-0.0195095
-0.024948,-0.0240197,-0.0195095,-0.0202157
-0.0240197,-0.0229309,-0.0202157,-0.0207573
-0.0229309,-0.0217599,-0.0207573,-0.0211985
-0.0290985,-0.0292183,-0.0115767,-0.0119144
-0.0292183,-0.0291564,-0.0119144,-0.0123049
-0.0291564,-0.0288293,-0.0123049,-0.0128122
-0.0288293,-0.0282886,-0.0128122,-0.0134944
-0.0282886,-0.0276735,-0.0134944,-0.0143693
-0.0276735,-0.0271135,-0.0143693,-0.0153989
-0.0271135,-0.0266467,-0.0153989,-0.0165068
-0.0266467,-0.0262054,-0.0165068,-0.0176088
-0.0262054,-0.0256704,-0.0176088,-0.01863
-0.0256704,-0.0249486,-0.01863,-0.0195103
-0.0249486,-0.0240198,-0.0195103,-0.0202158
-0.0240198,-0.0229309,-0.0202158,-0.0207573
-0.0229309,-0.0217599,-0.0207573,-0.0211985
-0.0420292,-0.0409498,-0.00418458,-0.00391008
-0.0409498,-0.0398805,-0.00391008,-0.00345305
-0.0398805,-0.0388498,-0.00345305,-0.00271453
-0.0388498,-0.037896,-0.00271453,-0.00171452
-0.037896,-0.0370312,-0.00171452,-0.000565845
-0.0370312,-0.0362112,-0.000565845,0.000584752
-0.0362112,-0.0353474,0.000584752,0.00160596
-0.0353474,-0.0343626,0.00160596,0.00240243
-0.0343626,-0.0332451,0.00240243,0.00291597
-0.0332451,-0.0320535,0.00291597,0.00312263
-0.0320535,-0.0308716,0.00312263,0.00303022
-0.0308716,-0.0297557,0.00303022,0.00267405
-0.0297557,-0.0287161,0.00267405,0.00211153
-0.0287161,-0.0277334,0.00211153,0.00141598
-0.0277334,-0.0267863,0.00141598,0.000667593
-0.0267863,-0.0258649,0.000667593,-6.0347e-05
-0.0258649,-0.0249721,-6.0347e-05,-0.000714941
-0.0249721,-0.0241218,-0.000714941,-0.00126779
-0.0241218,-0.0233395,-0.00126779,-0.00170563
-0.0233395,-0.0226617,-0.00170563,-0.00201473
-0.0226617,-0.0221256,-0.00201473,-0.00217271
-0.0221256,-0.0217524,-0.00217271,-0.0021547
-0.0217524,-0.0215365,-0.0021547,-0.00194879
-0.0215365,-0.0214485,-0.00194879,-0.00156907
-0.0214485,-0.0214498,-0.00156907,-0.00105718
-0.0214498,-0.0215052,-0.00105718,-0.000469538
-0.0215052,-0.0215888,-0.000469538,0.000144809
-0.0215888,-0.0216836,0.000144809,0.000761471
-0.0205553,-0.0204393,0.00333277,0.00177034
-0.0204393,-0.0204069,0.00177034,0.000401185
-0.0204069,-0.0204965,0.000401185,-0.000629346
-0.0204965,-0.0206861,-0.000629346,-0.00125051
-0.0206861,-0.0209175,-0.00125051,-0.0014661
-0.0209175,-0.0211355,-0.0014661,-0.00133722
-0.0211355,-0.0213143,-0.00133722,-0.000958891
-0.0213143,-0.0214559,-0.000958891,-0.000433733
-0.0214559,-0.0215746,-0.000433733,0.000155236
-0.0215746,-0.0216836,0.000155236,0.000761471
-0.0285405,-0.0288192,0.0125916,0.0111817
-0.0288192,-0.0290696,0.0111817,0.00981808
-0.0290696,-0.0292731,0.00981808,0.00853116
-0.0292731,-0.0294201,0.00853116,0.00733024
-0.0294201,-0.029496,0.00733024,0.00621059
-0.029496,-0.0294669,0.00621059,0.00516404
-0.0294669,-0.0292833,0.00516404,0.00418267
-0.0292833,-0.0289041,0.00418267,0.00325536
-0.0289041,-0.0283245,0.00325536,0.00236795
-0.0283245,-0.027582,0.00236795,0.00151259
-0.027582,-0.0267382,0.00151259,0.000697856
-0.0267382,-0.0258527,0.000697856,-5.27188e-05
-0.0258527,-0.0249698,-5.27188e-05,-0.00071346
-0.0249698,-0.0241214,-0.00071346,-0.00126759
-0.0241214,-0.0233394,-0.00126759,-0.00170561
-0.0233394,-0.0226617,-0.00170561,-0.00201473
-0.0226617,-0.0221256,-0.00201473,-0.00217271
-0.0221256,-0.0217524,-0.00217271,-0.0021547
-0.0217524,-0.0215365,-0.0021547,-0.00194879
-0.0215365,-0.0214485,-0.00194879,-0.00156907
-0.0214485,-0.0214498,-0.00156907,-0.00105718
-0.0214498,-0.0215052,-0.00105718,-0.000469538
-0.0215052,-0.0215888,-0.000469538,0.000144809
-0.0215888,-0.0216836,0.000144809,0.000761471
-0.0294704,-0.0288663,0.00463757,0.00364051
-0.0288663,-0.0282119,0.00364051,0.00265233
-0.0282119,-0.0274798,0.00265233,0.00169309
-0.0274798,-0.0266744,0.00169309,0.000794717
-0.0266744,-0.0258223,0.000794717,-9.54811e-06
-0.0258223,-0.0249585,-9.54811e-06,-0.00069781
-0.0249585,-0.0241182,-0.00069781,-0.0012631
-0.0241182,-0.0233387,-0.0012631,-0.00170463
-0.0233387,-0.0226616,-0.00170463,-0.00201458
-0.0226616,-0.0221256,-0.00201458,-0.0021727
-0.0221256,-0.0217524,-0.0021727,-0.0021547
-0.0217524,-0.0215365,-0.0021547,-0.00194879
-0.0215365,-0.0214485,-0.00194879,-0.00156907
-0.0214485,-0.0214498,-0.00156907,-0.00105718
-0.0214498,-0.0215052,-0.00105718,-0.000469538
-0.0215052,-0.0215888,-0.000469538,0.000144809
-0.0215888,-0.0216836,0.000144809,0.000761471
-0.0181744,-0.0187117,0.0360169,0.0352065
-0.0187117,-0.0191724,0.0352065,0.0343832
-0.0191724,-0.0195106,0.0343832,0.033523
-0.0195106,-0.0197484,0.033523,0.0325713
-0.0197484,-0.0199909,0.0325713,0.0314334
-0.0199909,-0.0203793,0.0314334,0.0300072
-0.0203793,-0.0209945,0.0300072,0.0282565
-0.0209945,-0.0217845,0.0282565,0.0262755
-0.0217845,-0.022577,0.0262755,0.024279
-0.022577,-0.0231695,0.024279,0.0225078
-0.0231695,-0.0234288,0.0225078,0.0211064
-0.0234288,-0.0233422,0.0211064,0.0200609
-0.0233422,-0.0230059,0.0200609,0.0192366
-0.0230059,-0.0225725,0.0192366,0.018478
-0.0225725,-0.0221837,0.018478,0.0176908
-0.0221837,-0.0219194,0.0176908,0.0168599
-0.0219194,-0.0217839,0.0168599,0.0160101
-0.0217839,-0.0217256,0.0160101,0.0151604
-0.0389411,-0.0377349,0.0169924,0.0161467
-0.0377349,-0.0364774,0.0161467,0.0152039
-0.0364774,-0.0351442,0.0152039,0.0141004
-0.0351442,-0.033768,0.0141004,0.0128298
-0.033768,-0.0324507,0.0128298,0.0114444
-0.0324507,-0.0313294,0.0114444,0.0100302
-0.0313294,-0.0305078,0.0100302,0.00866724
-0.0305078,-0.0300011,0.00866724,0.00740113
-0.0300011,-0.0297266,0.00740113,0.00624057
-0.0297266,-0.0295424,0.00624057,0.00517423
-0.0295424,-0.0293031,0.00517423,0.00418539
-0.0293031,-0.0289081,0.00418539,0.00325591
-0.0289081,-0.0283251,0.00325591,0.00236802
-0.0283251,-0.0275821,0.00236802,0.0015126
-0.0275821,-0.0267382,0.0015126,0.000697857
-0.0267382,-0.0258527,0.000697857,-5.27188e-05
-0.0258527,-0.0249698,-5.27188e-05,-0.00071346
-0.0249698,-0.0241214,-0.00071346,-0.00126759
-0.0241214,-0.0233394,-0.00126759,-0.00170561
-0.0233394,-0.0226617,-0.00170561,-0.00201473
-0.0226617,-0.0221256,-0.00201473,-0.00217271
-0.0221256,-0.0217524,-0.00217271,-0.0021547
-0.0217524,-0.0215365,-0.0021547,-0.00194879
-0.0215365,-0.0214485,-0.00194879,-0.00156907
-0.0214485,-0.0214498,-0.00156907,-0.00105718
-0.0214498,-0.0215052,-0.00105718,-0.000469538
-0.0215052,-0.0215888,-0.000469538,0.000144809
-0.0215888,-0.0216836,0.000144809,0.000761471
-0.0380789,-0.0381238,0.0114535,0.011044
-0.0381238,-0.0381687,0.011044,0.0106345
-0.0222136,-0.0218576,0.0120545,0.0120928
-0.0218576,-0.0215843,0.0120928,0.0119138
-0.0215843,-0.0214364,0.0119138,0.0114089
-0.0214364,-0.0213945,0.0114089,0.0106189
-0.0213945,-0.0213848,0.0106189,0.00969477
-0.0213848,-0.0213103,0.00969477,0.00881718
-0.0213103,-0.0210924,0.00881718,0.00812959
-0.0210924,-0.0207029,0.00812959,0.00770972
-0.0207029,-0.0201694,0.00770972,0.00757111
-0.0201694,-0.0195521,0.00757111,0.00767753
-0.0195521,-0.0189069,0.00767753,0.00796021
-0.0189069,-0.0182609,0.00796021,0.00833383
-0.0182458,-0.0191132,0.0117372,0.0118733
-0.0191132,-0.0198923,0.0118733,0.0117785
-0.0198923,-0.0205205,0.0117785,0.0113356
-0.0205205,-0.0209663,0.0113356,0.0105846
-0.0209663,-0.0212151,0.0105846,0.0096812
-0.0212151,-0.0212545,0.0096812,0.00881272
-0.0212545,-0.0210777,0.00881272,0.00812841
-0.0210777,-0.0206999,0.00812841,0.00770948
-0.0206999,-0.020169,0.00770948,0.00757107
-0.020169,-0.019552,0.00757107,0.00767752
-0.019552,-0.0189069,0.00767752,0.00796021
-0.0189069,-0.0182609,0.00796021,0.00833383
-0.0193457,-0.0191858,0.0258059,0.0247114
-0.0191858,-0.0190265,0.0247114,0.0236475
-0.0190265,-0.0188682,0.0236475,0.0226283
-0.0188682,-0.0187104,0.0226283,0.0216415
0.0204983,0.0193275,0.0183394,0.0176227
0.0193275,0.0181438,0.0176227,0.0168694
0.0181438,0.0169472,0.0168694,0.0160795
0.029875,0.0309247,0.0104058,0.010539
0.0309247,0.0319528,0.010539,0.0105813
0.0319528,0.0329243,0.0105813,0.0104516
0.0329243,0.0337841,0.0104516,0.0100942
0.0337841,0.0344681,0.0100942,0.00948996
0.0344681,0.0349371,0.00948996,0.00865272
0.0349371,0.0352135,0.00865272,0.00761052
0.0352135,0.0353885,0.00761052,0.00638902
0.0353885,0.0355834,0.00638902,0.00500907
0.0355834,0.0358839,0.00500907,0.00349736
0.0358839,0.0362882,0.00349736,0.00189604
0.0362882,0.0366976,0.00189604,0.00025983
0.0366976,0.0369585,0.00025983,-0.00135717
0.0369585,0.0369373,-0.00135717,-0.00291168
0.0369373,0.036594,-0.00291168,-0.00437227
0.036594,0.0360114,-0.00437227,-0.00571953
0.0360114,0.035358,-0.00571953,-0.00695242
0.035358,0.0348049,-0.00695242,-0.00809145
0.0348049,0.0344496,-0.00809145,-0.00916378
0.0344496,0.034293,-0.00916378,-0.0101758
0.034293,0.0342721,-0.0101758,-0.0111001
0.0342721,0.0343144,-0.0111001,-0.0118965
0.0343144,0.0343728,-0.0118965,-0.0125545
0.0343728,0.0344305,-0.0125545,-0.0131205
0.0339709,0.0334602,0.0211934,0.0211099
0.0334602,0.0328831,0.0211099,0.0207533
0.0328831,0.0322663,0.0207533,0.0199407
0.0322663,0.0317434,0.0199407,0.0186488
0.0317434,0.0314828,0.0186488,0.0170213
0.0314828,0.0315935,0.0170213,0.0152937
0.0315935,0.032072,0.0152937,0.0136743
0.032072,0.0328072,0.0136743,0.0122611
0.0328072,0.0336249,0.0122611,0.0110374
0.0336249,0.0343506,0.0110374,0.00992215
0.0343506,0.0348737,0.00992215,0.00882347
0.0348737,0.0351871,0.00882347,0.00766724
0.0351871,0.0353801,0.00766724,0.00640434
0.0353801,0.0355814,0.00640434,0.00501228
0.0355814,0.0358836,0.00501228,0.00349785
0.0358836,0.0362881,0.00349785,0.00189609
0.0362881,0.0366976,0.00189609,0.000259832
0.0366976,0.0369585,0.000259832,-0.00135717
0.0369585,0.0369373,-0.00135717,-0.00291168
0.0369373,0.036594,-0.00291168,-0.00437227
0.036594,0.0360114,-0.00437227,-0.00571953
0.0360114,0.035358,-0.00571953,-0.00695242
0.035358,0.0348049,-0.00695242,-0.00809145
0.0348049,0.0344496,-0.00809145,-0.00916378
0.0344496,0.034293,-0.00916378,-0.0101758
0.034293,0.0342721,-0.0101758,-0.0111001
0.0342721,0.0343144,-0.0111001,-0.0118965
0.0343144,0.0343728,-0.0118965,-0.0125545
0.0343728,0.0344305,-0.0125545,-0.0131205
-0.0109134,-0.0123705,0.0221274,0.0229853
-0.0123705,-0.0138129,0.0229853,0.0238119
-0.0138129,-0.0151487,0.0238119,0.0246135
-0.0151487,-0.0162374,0.0246135,0.0254318
-0.0162374,-0.0170038,0.0254318,0.0262934
-0.0170038,-0.017511,0.0262934,0.027143
-0.017511,-0.0179089,0.027143,0.0278178
-0.0179089,-0.0183083,0.0278178,0.0280953
-0.0183083,-0.0187018,0.0280953,0.0277948
-0.0187018,-0.0189915,0.0277948,0.0268664
-0.0189915,-0.0190837,0.0268664,0.0254083
-0.0190837,-0.0189641,0.0254083,0.0236042
-0.0189641,-0.0187104,0.0236042,0.0216415
0.0226773,0.0236553,0.0168335,0.0173917
0.0236553,0.0246333,0.0173917,0.01795
0.0260393,0.0255753,0.0143876,0.0149019
0.0255753,0.0251715,0.0149019,0.0154951
0.0251715,0.0248784,0.0154951,0.0162116
0.0248784,0.0247125,0.0162116,0.0170458
0.0247125,0.0246333,0.0170458,0.01795
-0.0154286,-0.0154925,0.011819,0.0119882
-0.0154925,-0.0155684,0.0119882,0.0121099
-0.0155684,-0.0156856,0.0121099,0.0121112
-0.0156856,-0.015887,0.0121112,0.0119075
-0.015887,-0.0162056,0.0119075,0.0114519
-0.0162056,-0.0166403,0.0114519,0.0107757
-0.0166403,-0.0171552,0.0107757,0.00997487
-0.0171552,-0.0177048,0.00997487,0.00914703
-0.0177048,-0.0182609,0.00914703,0.00833383
0.0151869,0.0152843,0.00461546,0.00405643
0.0152843,0.0152947,0.00405643,0.00357517
0.0152947,0.0151818,0.00357517,0.00321506
0.0151818,0.0149694,0.00321506,0.00297349
0.0149694,0.0147081,0.00297349,0.00281611
0.0147081,0.0144342,0.00281611,0.00269955
0.0392356,0.0380904,0.00796533,0.00621468
0.0380904,0.0369503,0.00621468,0.00440461
0.0369503,0.0358688,0.00440461,0.00254073
0.0358688,0.034933,0.00254073,0.000691631
0.034933,0.0341909,0.000691631,-0.00107859
0.0341909,0.0335889,-0.00107859,-0.00277553
-0.0140978,-0.0134561,-0.0054366,-0.00551158
-0.0134561,-0.0127463,-0.00551158,-0.00556319
-0.0127463,-0.0119586,-0.00556319,-0.0055206
-0.0119586,-0.0111539,-0.0055206,-0.0052657
-0.0111539,-0.0104179,-0.0052657,-0.00469427
-0.0104179,-0.00978758,-0.00469427,-0.00379987
-0.00978758,-0.00921312,-0.00379987,-0.00271285
-0.00921312,-0.00859034,-0.00271285,-0.00165438
-0.00859034,-0.0078401,-0.00165438,-0.000833237
-0.0078401,-0.00696717,-0.000833237,-0.000357128
-0.00696717,-0.0060518,-0.000357128,-0.000211637
-0.0060518,-0.00518786,-0.000211637,-0.000303597
-0.00518786,-0.00442079,-0.000303597,-0.000525695
-0.00442079,-0.00372588,-0.000525695,-0.000798447
0.0197001,0.0199124,-0.00734404,-0.00701723
0.0199124,0.0200611,-0.00701723,-0.00662598
0.0200611,0.0200926,-0.00662598,-0.00614208
0.0200926,0.0199734,-0.00614208,-0.00558256
0.0199734,0.0196991,-0.00558256,-0.00498832
0.0196991,0.0192975,-0.00498832,-0.00439326
0.0192975,0.0188243,-0.00439326,-0.00380733
-0.0132396,-0.0129114,-0.0229282,-0.0238879
-0.0129114,-0.0125832,-0.0238879,-0.0248476
-0.00909862,-0.0105728,-0.0168742,-0.0165802
-0.0105728,-0.0120038,-0.0165802,-0.0163081
-0.0120038,-0.0133763,-0.0163081,-0.0160696
-0.0133763,-0.014706,-0.0160696,-0.0158478
-0.014706,-0.0160103,-0.0158478,-0.0155833
-0.0160103,-0.0172689,-0.0155833,-0.0151878
-0.0172689,-0.0184164,-0.0151878,-0.0145893
-0.0184164,-0.0193811,-0.0145893,-0.0137806
-0.0193811,-0.0201344,-0.0137806,-0.0128367
-0.0201344,-0.0207011,-0.0128367,-0.0118892
-0.0207011,-0.0211239,-0.0118892,-0.0110747
-0.0211239,-0.021425,-0.0110747,-0.010485
-0.021425,-0.0216043,-0.010485,-0.0101404
-0.0216043,-0.0216653,-0.0101404,-0.00999572
-0.0216653,-0.0216341,-0.00999572,-0.00997406
-0.0216341,-0.0215508,-0.00997406,-0.0100063
-0.0215508,-0.0214482,-0.0100063,-0.0100531
0.0358233,0.0351269,-0.0129546,-0.0130375
0.0351269,0.0344305,-0.0130375,-0.0131205
0.0276738,0.0271503,-0.00461942,-0.00457668
0.0271503,0.0265509,-0.00457668,-0.0045365
0.0265509,0.0258385,-0.0045365,-0.0045185
0.0258385,0.0250287,-0.0045185,-0.00455457
0.0250287,0.0241726,-0.00455457,-0.00466174
0.0241726,0.0233225,-0.00466174,-0.00481591
0.0233225,0.0225065,-0.00481591,-0.00495166
0.0225065,0.0217272,-0.00495166,-0.00499171
0.0217272,0.0209756,-0.00499171,-0.00488472
0.0209756,0.0202443,-0.00488472,-0.00462512
0.0202443,0.0195292,-0.00462512,-0.00424739
0.0195292,0.0188243,-0.00424739,-0.00380733
-0.00951093,-0.00783697,-0.00233875,-0.00183448
-0.00783697,-0.00629582,-0.00183448,-0.00140002
-0.00629582,-0.00494364,-0.00140002,-0.00106431
-0.00494364,-0.00372588,-0.00106431,-0.000798447
-0.0158081,-0.0151082,-0.00241062,-0.00266863
-0.0151082,-0.0144395,-0.00266863,-0.00304686
-0.0144395,-0.0138068,-0.00304686,-0.0035824
-0.0138068,-0.0131794,-0.0035824,-0.00420429
-0.0131794,-0.0125134,-0.00420429,-0.00476804
-0.0125134,-0.0117932,-0.00476804,-0.00510869
-0.0117932,-0.0110571,-0.00510869,-0.00508607
-0.0110571,-0.0103718,-0.00508607,-0.00462921
-0.0103718,-0.00976997,-0.00462921,-0.00378066
-0.00976997,-0.00920786,-0.00378066,-0.00270834
-0.00920786,-0.00858916,-0.00270834,-0.00165357
-0.00858916,-0.00783991,-0.00165357,-0.000833132
-0.00783991,-0.00696715,-0.000833132,-0.000357119
-0.00696715,-0.0060518,-0.000357119,-0.000211637
-0.0060518,-0.00518786,-0.000211637,-0.000303597
-0.00518786,-0.00442079,-0.000303597,-0.000525695
-0.00442079,-0.00372588,-0.000525695,-0.000798447
0.0161562,0.0158668,-0.00407639,-0.00363371
0.0158668,0.0157248,-0.00363371,-0.00315098
0.0157248,0.0158052,-0.00315098,-0.00260009
0.0158052,0.0160758,-0.00260009,-0.00197578
0.0160758,0.0164183,-0.00197578,-0.00129986
0.0164183,0.0166891,-0.00129986,-0.000613003
0.0166891,0.0167802,-0.000613003,4.29333e-05
0.0167802,0.0166513,4.29333e-05,0.000640793
0.0166513,0.0163295,0.000640793,0.00117113
0.0163295,0.0158897,0.00117113,0.00163195
0.0158897,0.0154258,0.00163195,0.00201703
0.0154258,0.0150164,0.00201703,0.00231696
0.0150164,0.0146939,0.00231696,0.00253457
0.0146939,0.0144342,0.00253457,0.00269955
