x1,x2,y1,y2
-0.00813868,-0.00715883,0.000734599,0.000382366
-0.00715883,-0.00614586,0.000382366,8.28724e-05
-0.00614586,-0.00522388,8.28724e-05,-0.0002069
-0.00522388,-0.00443111,-0.0002069,-0.000500976
-0.00443111,-0.00372588,-0.000500976,-0.000798447
-0.00647187,-0.00654539,0.00949106,0.0106476
-0.00654539,-0.00658057,0.0106476,0.0116207
-0.00658057,-0.00656249,0.0116207,0.0123367
-0.00656249,-0.00650742,0.0123367,0.0128725
0.0269657,0.0275096,0.0137147,0.0133262
0.0275096,0.0281362,0.0133262,0.0129977
0.0281362,0.0288858,0.0129977,0.0127534
0.0288858,0.029749,0.0127534,0.0125594
0.029749,0.0306928,0.0125594,0.0123313
0.0306928,0.0316818,0.0123313,0.0119743
0.0316818,0.0326712,0.0119743,0.0114306
0.0326712,0.0335891,0.0114306,0.0106979
0.0335891,0.0343446,0.0106979,0.00980839
0.0343446,0.0348735,0.00980839,0.00879309
0.0348735,0.0351873,0.00879309,0.00766103
0.0351873,0.0353802,0.00766103,0.00640342
0.0353802,0.0355814,0.00640342,0.0050122
0.0355814,0.0358836,0.0050122,0.00349784
0.0358836,0.0362881,0.00349784,0.00189609
0.0362881,0.0366976,0.00189609,0.000259832
0.0366976,0.0369585,0.000259832,-0.00135717
0.0369585,0.0369373,-0.00135717,-0.00291168
0.0369373,0.036594,-0.00291168,-0.00437227
0.036594,0.0360114,-0.00437227,-0.00571953
0.0360114,0.035358,-0.00571953,-0.00695242
0.035358,0.0348049,-0.00695242,-0.00809145
0.0348049,0.0344496,-0.00809145,-0.00916378
0.0344496,0.034293,-0.00916378,-0.0101758
0.034293,0.0342721,-0.0101758,-0.0111001
0.0342721,0.0343144,-0.0111001,-0.0118965
0.0343144,0.0343728,-0.0118965,-0.0125545
0.0343728,0.0344305,-0.0125545,-0.0131205
0.0269657,0.0261297,0.0137147,0.0151683
0.0261297,0.0253523,0.0151683,0.01658
0.0253523,0.0246333,0.01658,0.01795
0.0262279,0.0247747,-0.00199202,-0.00144487
0.0247747,0.0234166,-0.00144487,-0.000863992
0.0234166,0.0221995,-0.000863992,-0.000256328
0.0221995,0.0211087,-0.000256328,0.000334646
0.0211087,0.0200972,0.000334646,0.000868256
0.0200972,0.0191266,0.000868256,0.00133385
0.0191266,0.0181892,0.00133385,0.001741
0.0181892,0.0173044,0.001741,0.00209307
0.0173044,0.0165031,0.00209307,0.0023767
0.0165031,0.0158143,0.0023767,0.00257386
0.0158143,0.0152531,0.00257386,0.00267978
0.0152531,0.0148083,0.00267978,0.00271059
0.0148083,0.0144342,0.00271059,0.00269955
0.0262279,0.028313,-0.00199202,-0.00213731
0.028313,0.0302549,-0.00213731,-0.0023123
0.0302549,0.0319938,-0.0023123,-0.00252916
0.0319938,0.0335889,-0.00252916,-0.00277553
-0.0092696,-0.0110729,0.0147632,0.0142258
-0.0110729,-0.0126676,0.0142258,0.0137138
-0.0126676,-0.0139261,0.0137138,0.0132352
-0.0139261,-0.0148418,0.0132352,0.0127627
-0.0148418,-0.0155103,0.0127627,0.0122338
-0.0155103,-0.0160623,0.0122338,0.0115899
-0.0160623,-0.016595,0.0115899,0.0108237
-0.016595,-0.0171437,0.0108237,0.00998814
-0.0171437,-0.0177025,0.00998814,0.0091498
-0.0177025,-0.0182609,0.0091498,0.00833383
-0.0092696,-0.00829007,0.0147632,0.0141005
-0.00829007,-0.00736934,0.0141005,0.0134703
-0.00736934,-0.00650742,0.0134703,0.0128725
-0.00986005,-0.0107159,-0.00478685,-0.00513321
-0.0107159,-0.0114095,-0.00513321,-0.00541515
-0.0114095,-0.0118035,-0.00541515,-0.0056002
-0.0118035,-0.0118245,-0.0056002,-0.00567665
-0.0118245,-0.0115004,-0.00567665,-0.00560912
-0.0115004,-0.0109552,-0.00560912,-0.00531691
-0.0109552,-0.0103444,-0.00531691,-0.00471726
-0.0103444,-0.00976497,-0.00471726,-0.00380793
-0.00976497,-0.00920752,-0.00380793,-0.00271503
-0.00920752,-0.00858928,-0.00271503,-0.00165482
-0.00858928,-0.00783995,-0.00165482,-0.000833299
-0.00783995,-0.00696716,-0.000833299,-0.000357133
-0.00696716,-0.0060518,-0.000357133,-0.000211637
-0.0060518,-0.00518786,-0.000211637,-0.000303597
-0.00518786,-0.00442079,-0.000303597,-0.000525695
-0.00442079,-0.00372588,-0.000525695,-0.000798447
-0.00986005,-0.00954465,-0.00478685,-0.00359291
-0.00954465,-0.00914404,-0.00359291,-0.00245792
-0.00914404,-0.0085879,-0.00245792,-0.00147183
-0.0085879,-0.00785038,-0.00147183,-0.000738119
-0.00785038,-0.00697387,-0.000738119,-0.000319379
-0.00697387,-0.00605433,-0.000319379,-0.000200221
-0.00605433,-0.0051885,-0.000200221,-0.000301033
-0.0051885,-0.0044209,-0.000301033,-0.000525291
-0.0044209,-0.00372588,-0.000525291,-0.000798447
0.0316093,0.0328695,0.00855168,0.00687194
0.0328695,0.0340423,0.00687194,0.00520193
0.0340423,0.0350708,0.00520193,0.00354158
0.0350708,0.0359238,0.00354158,0.0018869
0.0359238,0.0365613,0.0018869,0.000243957
0.0365613,0.0369168,0.000243957,-0.00136644
0.0369168,0.0369271,-0.00136644,-0.00291517
0.0369271,0.0365921,-0.00291517,-0.00437319
0.0365921,0.0360111,-0.00437319,-0.0057197
0.0360111,0.035358,-0.0057197,-0.00695244
0.035358,0.0348049,-0.00695244,-0.00809145
0.0348049,0.0344496,-0.00809145,-0.00916378
0.0344496,0.034293,-0.00916378,-0.0101758
0.034293,0.0342721,-0.0101758,-0.0111001
0.0342721,0.0343144,-0.0111001,-0.0118965
0.0343144,0.0343728,-0.0118965,-0.0125545
0.0343728,0.0344305,-0.0125545,-0.0131205
0.0316093,0.0310528,0.00855168,0.00981143
0.0310528,0.030724,0.00981143,0.0108745
0.030724,0.0307585,0.0108745,0.0115963
0.0307585,0.031168,0.0115963,0.0119096
0.031168,0.0318701,0.0119096,0.0118195
0.0318701,0.0327327,0.0118195,0.0113841
0.0327327,0.0336052,0.0113841,0.0106868
0.0336052,0.0343478,0.0106868,0.00980636
0.0343478,0.034874,0.00980636,0.00879283
0.034874,0.0351874,0.00879283,0.00766101
0.0351874,0.0353802,0.00766101,0.00640342
0.0353802,0.0355814,0.00640342,0.0050122
0.0355814,0.0358836,0.0050122,0.00349784
0.0358836,0.0362881,0.00349784,0.00189609
0.0362881,0.0366976,0.00189609,0.000259832
0.0366976,0.0369585,0.000259832,-0.00135717
0.0369585,0.0369373,-0.00135717,-0.00291168
0.0369373,0.036594,-0.00291168,-0.00437227
0.036594,0.0360114,-0.00437227,-0.00571953
0.0360114,0.035358,-0.00571953,-0.00695242
0.035358,0.0348049,-0.00695242,-0.00809145
0.0348049,0.0344496,-0.00809145,-0.00916378
0.0344496,0.034293,-0.00916378,-0.0101758
0.034293,0.0342721,-0.0101758,-0.0111001
0.0342721,0.0343144,-0.0111001,-0.0118965
0.0343144,0.0343728,-0.0118965,-0.0125545
0.0343728,0.0344305,-0.0125545,-0.0131205
0.0215048,0.0210524,-0.00145355,-0.000596205
0.0210524,0.0205089,-0.000596205,0.000169906
0.0205089,0.0198281,0.000169906,0.000801688
0.0198281,0.0190249,0.000801688,0.00131167
0.0190249,0.0181575,0.00131167,0.00173499
0.0181575,0.0172965,0.00173499,0.00209177
